contig_id	score	length
k141_401569_length_1977_cov_31.0000	0.973	1973
k141_401797_length_1856_cov_8.0000	0.987	1854
k141_4018_length_4228_cov_25.0000	0.58	4225
k141_401906_length_3772_cov_25.3941	0.8	3296
k141_402_length_2184_cov_21.0000	nan	2184
k141_402028_length_3413_cov_9.0000	0.993	3085
k141_402245_length_1080_cov_14.0000	nan	1080
k141_402414_length_1847_cov_17.0000	0.987	1846
k141_402469_length_2467_cov_23.0000	0.993	2380
k141_402478_length_1037_cov_14.0000	0.987	1036
k141_402520_length_1195_cov_27.0000	nan	1195
k141_402673_length_4301_cov_113.3522	0.547	4298
k141_402710_length_5643_cov_28.0000	0.507	5498
k141_402742_length_1098_cov_21.0000	nan	1098
k141_402827_length_4046_cov_9.0000	0.94	3747
k141_402837_length_1558_cov_5.0000	1	1555
k141_402966_length_1327_cov_10.0000	nan	1327
k141_403107_length_1113_cov_16.9877	0.813	1113
k141_403211_length_1121_cov_7.0000	nan	1121
k141_403255_length_1795_cov_14.0236	0.753	1791
k141_403433_length_4179_cov_18.0000	0.747	4144
k141_403634_length_2735_cov_16.0000	0.98	2735
k141_403977_length_1145_cov_24.0000	1	1145
k141_404113_length_1082_cov_7.0000	0.7	908
k141_404116_length_1434_cov_5.0000	0.98	1431
k141_404187_length_8701_cov_12.9692	1	8578
k141_404273_length_13284_cov_42.0000	1	13281
k141_404402_length_1410_cov_27.0749	0.88	1409
k141_404499_length_1267_cov_5.0000	0.793	1104
k141_404558_length_3183_cov_16.0000	0.953	3122
k141_404595_length_2783_cov_14.0000	0.607	2426
k141_404911_length_5897_cov_26.0000	0.973	5713
k141_405032_length_1105_cov_9.0000	1	1066
k141_405203_length_7968_cov_101.1669	0.92	7966
k141_405205_length_8338_cov_111.0223	0.98	7769
k141_405263_length_1214_cov_7.0000	0.827	1213
k141_405296_length_6126_cov_42.3838	0.987	5978
k141_405417_length_1175_cov_61.0000	0.7	988
k141_405914_length_2008_cov_11.0000	0.913	2006
k141_405934_length_1155_cov_9.0000	1	1143
k141_406298_length_7595_cov_25.0000	1	7593
k141_406444_length_2325_cov_15.0000	0.973	2323
k141_406563_length_1324_cov_5.0000	nan	1324
k141_406687_length_2943_cov_36.5046	0.553	2775
k141_406988_length_1871_cov_13.0000	0.633	1869
k141_407159_length_1325_cov_13.0000	nan	1325
k141_407223_length_3625_cov_38.2313	0.833	3361
k141_407312_length_5049_cov_119.9179	0.78	4933
k141_407335_length_1332_cov_27.0000	0.88	1313
k141_407490_length_1030_cov_124.0000	nan	1030
k141_407496_length_18728_cov_17.6383	0.967	18695
k141_407502_length_1266_cov_21.0000	1	1156
k141_40755_length_3732_cov_121.9694	0.96	3730
k141_407552_length_1022_cov_5.0000	nan	1022
k141_407789_length_1191_cov_33.0000	1	1190
k141_407795_length_1091_cov_10.0000	1	1014
k141_40790_length_7047_cov_17.0000	0.993	6999
k141_408118_length_2136_cov_33.0000	0.733	2135
k141_408263_length_2042_cov_18.0000	1	1925
k141_4085_length_6616_cov_28.0000	0.833	5833
k141_40976_length_3355_cov_16.4944	0.52	3354
k141_41116_length_7778_cov_58.9772	0.713	7556
k141_41427_length_1227_cov_95.0000	0.86	1213
k141_41685_length_1496_cov_8.0000	0.887	921
k141_41766_length_1168_cov_17.0000	0.987	1166
k141_42068_length_34216_cov_43077.6845	0.84	33129
k141_42256_length_1404_cov_28.0000	0.893	1327
k141_42412_length_1231_cov_26.8055	0.987	1230
k141_42436_length_2462_cov_105.7794	0.993	2253
k141_42717_length_24801_cov_22.3265	0.7	23989
k141_42785_length_2293_cov_14.0000	1	2236
k141_42990_length_1672_cov_9.0000	0.587	1670
k141_43038_length_11915_cov_23.4208	0.987	11912
k141_43104_length_2988_cov_12.0000	0.947	2986
k141_43171_length_5014_cov_15.0000	1	5011
k141_43180_length_1146_cov_7.0000	0.94	1144
k141_43189_length_3696_cov_18.0000	0.88	3694
k141_43235_length_2590_cov_13.0000	0.947	2588
k141_43371_length_4013_cov_64.0917	1	4011
k141_43475_length_1376_cov_6.0000	1	1007
k141_43609_length_1525_cov_20.2225	0.76	1522
k141_43638_length_1409_cov_26.0000	0.52	1408
k141_43753_length_1013_cov_12.7844	nan	1013
k141_43796_length_1325_cov_11.0000	0.88	1325
k141_43905_length_2889_cov_11.0000	0.68	2608
k141_44087_length_1981_cov_7.0000	0.987	1977
k141_44514_length_2332_cov_17.0000	0.973	2118
k141_44555_length_1742_cov_13.0000	1	1738
k141_44626_length_1434_cov_16.0000	0.987	1426
k141_44668_length_1452_cov_5.0000	0.773	1451
k141_44742_length_7898_cov_68.7503	1	7897
k141_44751_length_3838_cov_230.0933	0.827	2853
k141_44752_length_1088_cov_38.9989	0.987	744
k141_45016_length_2543_cov_156.5749	0.787	2540
k141_45075_length_2511_cov_12.0000	nan	2511
k141_4547_length_4210_cov_10.0000	0.747	4208
k141_4548_length_1891_cov_7.0000	0.973	1890
k141_45677_length_1939_cov_191.7069	0.973	1829
k141_45875_length_1191_cov_183.8219	0.7	1009
k141_46003_length_5400_cov_1438.5003	0.593	5125
k141_4602_length_1020_cov_21.0000	nan	1020
k141_46062_length_2085_cov_24.0000	0.873	2014
k141_46130_length_1274_cov_5.1050	0.94	1025
k141_46144_length_1593_cov_8.0000	0.973	1245
k141_46398_length_2265_cov_132.3060	0.993	2075
k141_47006_length_1208_cov_24.0000	0.987	895
k141_47025_length_20314_cov_180.1444	1	20312
k141_47173_length_2090_cov_24.7291	0.913	2088
k141_47290_length_1702_cov_144.9199	0.887	1649
k141_47663_length_3582_cov_125.7004	0.887	3034
k141_48028_length_2038_cov_15.0000	0.94	1681
k141_48091_length_2239_cov_146.7807	0.507	1918
k141_48098_length_3914_cov_33.3353	0.887	3912
k141_4818_length_1558_cov_28.0000	0.953	1555
k141_48583_length_1448_cov_34.0000	0.627	1390
k141_48642_length_9536_cov_24.0089	0.733	8418
k141_48743_length_1774_cov_40.5585	0.973	1772
k141_48771_length_2359_cov_39.5933	nan	2359
k141_48900_length_4924_cov_106.0792	0.653	4921
k141_49407_length_1430_cov_129.0000	0.52	1377
k141_49445_length_2034_cov_6.0000	0.907	1854
k141_4962_length_1233_cov_6.0000	0.98	1197
k141_49654_length_1839_cov_14.0000	0.987	1315
k141_49737_length_1667_cov_17.0000	0.947	1665
k141_49743_length_1424_cov_16.0000	0.993	1072
k141_49941_length_1316_cov_17.0000	1	1314
k141_49943_length_1954_cov_6.0000	0.853	1952
k141_49970_length_3193_cov_16.0000	nan	3193
k141_50014_length_1947_cov_12.0000	0.847	1828
k141_50044_length_2932_cov_21.9785	0.82	2229
k141_50088_length_1123_cov_6.0000	nan	1123
k141_50330_length_5680_cov_31.9489	0.587	5677
k141_50420_length_34541_cov_716.9009	0.993	34348
k141_50495_length_1261_cov_9.0000	0.98	1260
k141_50578_length_4443_cov_11.0000	0.967	4442
k141_50640_length_2690_cov_32.0000	0.793	2688
k141_50670_length_1138_cov_12.0000	nan	1138
k141_50730_length_1413_cov_75.0063	nan	1413
k141_50769_length_2734_cov_12.0000	0.973	2731
k141_50874_length_2233_cov_26.0000	0.527	2231
k141_5093_length_1898_cov_32.4650	0.947	1800
k141_50941_length_2167_cov_12.0000	0.78	2166
k141_50981_length_2681_cov_141.5343	0.827	2677
k141_51211_length_1450_cov_29.8335	0.707	1447
k141_51476_length_30476_cov_31.1740	0.647	29804
k141_51478_length_1540_cov_156.0000	0.973	1230
k141_51539_length_3781_cov_25.0000	0.653	2724
k141_5157_length_3967_cov_21.5149	0.873	3703
k141_5196_length_1556_cov_7.0000	1	1487
k141_51979_length_3049_cov_22.0000	0.533	3045
k141_52597_length_2701_cov_6.0000	1	2698
k141_52692_length_9402_cov_27.4478	1	8936
k141_52907_length_3418_cov_8.0000	1	3346
k141_53046_length_5239_cov_14.9545	0.82	5238
k141_53352_length_3408_cov_15.0073	0.993	3407
k141_53446_length_5402_cov_121.7641	0.927	5053
k141_53581_length_1246_cov_16.0878	0.933	1061
k141_5367_length_5094_cov_28.0000	0.78	5092
k141_53900_length_8797_cov_326.3524	0.833	6741
k141_53988_length_1883_cov_91.5867	0.927	1466
k141_54146_length_1641_cov_18.0000	0.933	1376
k141_5415_length_1968_cov_12.0000	0.98	1752
k141_54207_length_5816_cov_46.0000	0.887	5208
k141_54217_length_1072_cov_10.0000	0.907	1071
k141_54262_length_2004_cov_27.0000	1	2002
k141_54364_length_1098_cov_23.0000	0.867	1058
k141_54835_length_3958_cov_27.0000	0.5	3628
k141_54913_length_9652_cov_18.0000	0.993	9522
k141_55007_length_1057_cov_6.0000	0.967	1057
k141_55425_length_2241_cov_91.5967	0.94	2240
k141_55639_length_2550_cov_28.0075	0.973	2509
k141_55650_length_1564_cov_34.0000	0.847	1562
k141_55702_length_2313_cov_72.6809	0.78	2310
k141_55764_length_3074_cov_7.0000	1	3074
k141_55801_length_1109_cov_8.0000	nan	1109
k141_56018_length_4910_cov_13.8882	0.78	4841
k141_56052_length_1262_cov_21.0000	0.593	1260
k141_56070_length_1428_cov_4.0000	0.5	1092
k141_56086_length_2079_cov_26.0000	0.853	2077
k141_56101_length_1063_cov_5.0000	0.627	947
k141_56124_length_2333_cov_72.2851	0.66	2050
k141_56138_length_5051_cov_16.0000	1	5050
k141_5617_length_2700_cov_19.6905	0.927	2666
k141_56199_length_3657_cov_15.0000	0.773	2887
k141_56263_length_1079_cov_11.0000	1	1075
k141_56328_length_2134_cov_11.0000	0.927	2078
k141_56361_length_1117_cov_9.0000	0.993	1116
k141_5639_length_3019_cov_12.0000	0.987	2981
k141_56535_length_3293_cov_201.1888	0.893	3157
k141_56597_length_2414_cov_68.7756	0.993	2414
k141_56733_length_4864_cov_456.0000	0.587	4571
k141_57116_length_1141_cov_87.4840	nan	1141
k141_5723_length_4048_cov_16.0000	0.967	4044
k141_57441_length_1585_cov_39.8158	1	1487
k141_57744_length_1692_cov_7.0000	0.66	1690
k141_57757_length_1134_cov_19.0000	nan	1134
k141_57775_length_14169_cov_30.0000	0.687	14167
k141_57780_length_2437_cov_5.0000	nan	2437
k141_57820_length_1249_cov_3.0000	0.973	1247
k141_5784_length_1129_cov_32.0000	1	1088
k141_57882_length_2149_cov_11.0000	0.973	2030
k141_57919_length_1622_cov_11.0000	0.853	1223
k141_57922_length_2121_cov_10.0000	0.833	1753
k141_57938_length_2968_cov_270.5989	0.88	2623
k141_57976_length_1108_cov_10.0000	1	903
k141_58463_length_5612_cov_48.0000	0.527	5611
k141_58508_length_4060_cov_18.0000	0.9	3502
k141_58632_length_1167_cov_10.2593	nan	1167
k141_58977_length_1269_cov_19.0000	1	1266
k141_59012_length_5308_cov_31.9367	0.94	5127
k141_59043_length_1472_cov_9.0000	nan	1472
k141_59280_length_2465_cov_21.0000	0.9	2462
k141_59456_length_1403_cov_44.1823	0.953	1401
k141_59471_length_1953_cov_37.2914	0.893	1761
k141_59568_length_2281_cov_12.0000	0.72	2183
k141_59597_length_1953_cov_30.1777	0.827	1761
k141_59768_length_1851_cov_15.0000	0.74	1848
k141_59915_length_2359_cov_6.0000	0.887	2357
k141_60087_length_1512_cov_9.0000	nan	1512
k141_60101_length_1546_cov_30.0000	0.993	1545
k141_60145_length_7083_cov_178.9520	0.98	6987
k141_60235_length_2042_cov_29.6255	0.993	1980
k141_60316_length_1190_cov_19.0000	0.953	1095
k141_60424_length_7727_cov_89.5469	0.94	7725
k141_60526_length_4871_cov_29.0000	0.74	3359
k141_60596_length_1039_cov_11.7706	nan	1039
k141_60869_length_1388_cov_17.0000	0.987	1388
k141_60966_length_7684_cov_106.3699	0.76	7682
k141_61426_length_1956_cov_12.0000	0.947	1920
k141_61582_length_6811_cov_9.0000	0.76	6277
k141_61995_length_6541_cov_377.3428	0.973	6103
k141_62031_length_1407_cov_21.0000	0.993	1405
k141_62103_length_2109_cov_119.0036	0.533	2108
k141_6222_length_4549_cov_103.3575	0.627	4499
k141_6244_length_4657_cov_13.0000	0.58	4655
k141_63097_length_7024_cov_12.0000	0.973	7022
k141_63350_length_2182_cov_9.0000	0.633	2131
k141_634_length_1057_cov_10.0000	1	1054
k141_63423_length_1541_cov_23.0000	0.993	1539
k141_63600_length_2211_cov_42.0000	0.653	2084
k141_6366_length_4854_cov_11.7829	nan	4854
k141_63739_length_1680_cov_32.1267	0.987	1612
k141_6392_length_2832_cov_152.9331	0.92	2831
k141_63925_length_1046_cov_18.0000	0.993	1044
k141_64329_length_1846_cov_16.0000	0.867	1553
k141_64362_length_1067_cov_26.3477	1	863
k141_6449_length_4882_cov_16.0000	0.973	4881
k141_64810_length_1389_cov_689.6082	0.64	880
k141_64965_length_5039_cov_15.0000	1	5036
k141_65028_length_1077_cov_79.6389	nan	1077
k141_65037_length_1484_cov_15.0000	1	1443
k141_65193_length_3409_cov_135.6172	0.74	3115
k141_65345_length_2331_cov_11.0000	0.68	1896
k141_65385_length_3298_cov_106.5733	0.547	3189
k141_65443_length_2777_cov_14.0000	1	2775
k141_65525_length_3319_cov_89.9377	0.94	3210
k141_6558_length_5258_cov_11.0000	1	5185
k141_65623_length_5028_cov_16.9525	0.833	3452
k141_66336_length_1539_cov_9.0000	0.933	1490
k141_66924_length_7370_cov_102.0000	0.827	7026
k141_67039_length_3834_cov_13.0000	0.733	3830
k141_67191_length_1838_cov_13.0000	0.9	1838
k141_67219_length_1444_cov_6.0000	0.867	1440
k141_67303_length_7186_cov_31.0000	1	7084
k141_67340_length_3787_cov_75.6851	0.767	3786
k141_67420_length_3427_cov_26.9994	0.907	3425
k141_67519_length_5305_cov_32.5108	0.733	5304
k141_67646_length_2866_cov_13.0000	0.94	2866
k141_67753_length_1588_cov_7.0000	0.913	1585
k141_6776_length_4326_cov_41.0000	0.873	2213
k141_67904_length_2688_cov_121.2509	0.72	2401
k141_67943_length_3187_cov_96.2663	0.967	2946
k141_6824_length_3589_cov_55.4394	1	3588
k141_6860_length_1582_cov_11.0000	nan	1582
k141_69040_length_2050_cov_374.5155	0.687	2011
k141_69173_length_1180_cov_5.0000	0.953	1179
k141_69245_length_7635_cov_43.0000	0.94	6297
k141_69259_length_1196_cov_8.0000	1	1136
k141_69411_length_2504_cov_62.2624	0.8	2363
k141_69528_length_6269_cov_17.0000	0.607	5202
k141_69874_length_1917_cov_85.4724	0.6	1847
k141_69961_length_7545_cov_120.3549	0.807	7543
k141_70031_length_20463_cov_53.0000	0.727	20093
k141_70090_length_2962_cov_92.1808	0.853	2732
k141_70242_length_2163_cov_368.0504	0.88	1352
k141_70308_length_1519_cov_33.0000	0.727	1517
k141_70322_length_2068_cov_7.0000	0.973	1895
k141_70399_length_3827_cov_1399.0553	1	3129
k141_7042_length_1517_cov_10.0000	0.973	1490
k141_70453_length_2011_cov_29.0000	0.593	2008
k141_70670_length_1503_cov_123.7137	0.973	1353
k141_70727_length_1723_cov_8.0000	1	1720
k141_71039_length_5277_cov_15.0000	0.98	5147
k141_71189_length_2647_cov_82.7131	0.967	2621
k141_71269_length_3052_cov_12.0309	0.887	3050
k141_71343_length_2882_cov_14.0000	0.607	2880
k141_71431_length_2753_cov_31.9920	0.973	2753
k141_71507_length_11174_cov_74.0000	0.693	10795
k141_7155_length_2643_cov_28.2934	0.96	2642
k141_72046_length_4369_cov_26.0000	0.9	3374
k141_72070_length_2002_cov_14.0000	0.993	2002
k141_72121_length_1881_cov_17.0000	nan	1881
k141_7229_length_1261_cov_102.7714	0.853	1100
k141_72311_length_10811_cov_43135.5530	0.693	10809
k141_72490_length_3798_cov_14.0000	0.893	3773
k141_72631_length_1038_cov_8.0000	0.673	1018
k141_72643_length_1340_cov_24.0000	0.513	1336
k141_72651_length_1589_cov_11.0000	0.987	1528
k141_72837_length_1687_cov_7.0000	nan	1687
k141_7296_length_11263_cov_121.8125	0.98	9148
k141_73381_length_1273_cov_15.0088	0.84	1016
k141_73388_length_1592_cov_26.0000	0.987	1590
k141_73551_length_1991_cov_13.0000	0.967	1989
k141_74357_length_14451_cov_98.0758	0.873	14156
k141_74462_length_1725_cov_18.0000	0.613	1012
k141_74831_length_3159_cov_15.0000	nan	3159
k141_74859_length_5235_cov_12.9364	0.933	5233
k141_74878_length_2082_cov_118.3235	0.893	2080
k141_75010_length_1618_cov_22.0000	nan	1618
k141_75270_length_2956_cov_43.0000	0.547	2952
k141_75576_length_4292_cov_61.8639	0.827	4288
k141_75607_length_5462_cov_113.9233	0.953	5462
k141_75704_length_4054_cov_18.0000	0.94	4052
k141_75933_length_3492_cov_13.0000	0.86	3489
k141_76070_length_2666_cov_11.0000	0.62	2285
k141_76304_length_1285_cov_59.2850	0.947	1285
k141_76367_length_1211_cov_8.0000	0.9	1029
k141_76518_length_1402_cov_22.0000	0.847	1401
k141_76763_length_1197_cov_37.6989	0.967	1171
k141_7678_length_1248_cov_9.0000	nan	1248
k141_76787_length_1198_cov_54.4844	0.98	1172
k141_76892_length_1589_cov_44.0000	0.86	1585
k141_7691_length_3282_cov_73.0783	0.82	2985
k141_76992_length_1038_cov_26.0000	1	872
k141_77008_length_2281_cov_37.8654	0.98	2281
k141_77016_length_1278_cov_11.0000	0.947	1147
k141_77078_length_1761_cov_25.0000	0.92	1758
k141_77115_length_1101_cov_4.0000	0.98	1100
k141_77312_length_1296_cov_9.0000	0.607	1226
k141_77355_length_3626_cov_38.0000	0.613	3439
k141_77384_length_1239_cov_10.0000	0.887	1238
k141_77406_length_5178_cov_31.0201	0.827	4927
k141_77509_length_28270_cov_119.9646	0.993	27981
k141_7759_length_16175_cov_77.2245	1	16133
k141_77625_length_1435_cov_33.0000	0.76	1432
k141_77778_length_1805_cov_22.5216	1	1485
k141_77867_length_4383_cov_13.0000	1	4341
k141_78199_length_1456_cov_47.4669	0.687	1255
k141_78205_length_2743_cov_23.0000	1	2742
k141_78264_length_1846_cov_24.0000	0.5	1720
k141_78311_length_1245_cov_55.2246	nan	1245
k141_78725_length_2724_cov_104.2025	0.5	2590
k141_78919_length_2711_cov_48.7926	0.74	2710
k141_78955_length_1081_cov_5.0000	nan	1081
k141_79043_length_5107_cov_35.1847	0.727	4515
k141_79223_length_7563_cov_371.3936	0.507	6991
k141_79242_length_1138_cov_20.0000	0.68	1138
k141_7926_length_1110_cov_11.0000	0.847	1110
k141_79737_length_1018_cov_5.0000	0.86	976
k141_80042_length_8261_cov_75.7968	0.727	7899
k141_80104_length_2187_cov_13.0000	1	1869
k141_80174_length_4049_cov_68.6865	0.727	4045
k141_80465_length_8956_cov_27.0163	0.567	8954
k141_80604_length_1946_cov_14.1884	1	1187
k141_80633_length_1108_cov_67.2751	0.993	1063
k141_80778_length_16329_cov_50.9906	0.993	16328
k141_80787_length_2046_cov_26.0000	0.987	1954
k141_80884_length_11057_cov_26.6802	0.567	11055
k141_80898_length_4093_cov_74.7019	0.853	4026
k141_80916_length_5012_cov_22.0000	0.767	5011
k141_81281_length_1741_cov_101.1431	0.94	1740
k141_81666_length_1790_cov_17.0000	nan	1790
k141_8170_length_4281_cov_168.3379	0.813	4254
k141_81973_length_149426_cov_987.5384	0.9	84932
k141_82799_length_1196_cov_6.0000	nan	1196
k141_82923_length_7062_cov_28.0000	0.76	7059
k141_83335_length_2509_cov_22.2196	0.5	2497
k141_83428_length_1323_cov_11.0000	0.96	1287
k141_83764_length_2780_cov_12.0000	0.56	2558
k141_83794_length_2399_cov_24.2135	0.96	2124
k141_84015_length_1312_cov_9.0000	0.987	1311
k141_84339_length_1060_cov_11.0000	0.807	1058
k141_84438_length_2849_cov_30.2271	0.9	2065
k141_84619_length_1929_cov_20.6208	0.887	1846
k141_84640_length_1778_cov_8.0000	0.973	1776
k141_84667_length_2351_cov_11.0000	0.72	2123
k141_84731_length_1919_cov_24.0000	0.92	1825
k141_85017_length_2775_cov_1928.2771	0.807	2774
k141_85106_length_2156_cov_8.0000	0.98	2153
k141_85133_length_1227_cov_12.0000	0.9	1226
k141_85201_length_3766_cov_40.0000	1	3530
k141_85395_length_1456_cov_6.0000	0.947	1385
k141_85598_length_6532_cov_7.0000	1	6531
k141_85680_length_1269_cov_11.0000	0.707	1220
k141_85791_length_3273_cov_21.0000	0.987	3270
k141_86154_length_1479_cov_38.0000	nan	1479
k141_86346_length_4309_cov_171.1991	0.86	4053
k141_86360_length_1683_cov_25.3398	0.973	1682
k141_86682_length_2418_cov_29.6166	0.987	1829
k141_86979_length_2583_cov_139.7768	0.807	2419
k141_87174_length_3505_cov_19.0000	0.873	3503
k141_87309_length_1784_cov_43.0000	0.947	1782
k141_87550_length_1376_cov_5.0000	0.993	1267
k141_8768_length_1424_cov_10.0000	nan	1424
k141_87886_length_6702_cov_180.8979	0.947	6626
k141_87897_length_1721_cov_73.9430	0.993	1717
k141_88125_length_2221_cov_30.0000	0.78	1843
k141_88337_length_2248_cov_13.0000	0.993	2150
k141_88524_length_2090_cov_11.0000	0.72	1832
k141_88602_length_1651_cov_50.3748	0.92	1651
k141_88920_length_3020_cov_101.7912	1	2933
k141_88978_length_4050_cov_95.7206	0.9	4027
k141_88979_length_1273_cov_37.0000	0.84	923
k141_89252_length_3053_cov_87.4451	0.993	3051
k141_8926_length_7236_cov_110.5610	0.927	7236
k141_89443_length_1194_cov_40.2773	0.98	1191
k141_89489_length_1562_cov_14.0000	0.987	1562
k141_89729_length_3736_cov_25.0000	0.993	3735
k141_89869_length_1157_cov_32.0000	nan	1157
k141_90244_length_5490_cov_96.1428	0.853	5489
k141_90372_length_1067_cov_4.0000	nan	1067
k141_90976_length_2958_cov_528.0000	0.747	2944
k141_91045_length_1096_cov_11.0618	0.993	1095
k141_91217_length_6457_cov_26.5204	0.933	6453
k141_91264_length_6123_cov_6.0000	0.927	6108
k141_91289_length_5686_cov_66.2498	0.567	5588
k141_91323_length_5112_cov_11.9730	0.82	5112
k141_91335_length_5330_cov_28.0000	0.98	5327
k141_91617_length_1825_cov_20.0000	0.707	1825
k141_91761_length_12568_cov_41719.8585	0.653	12532
k141_91799_length_4353_cov_30.0000	0.647	3364
k141_92030_length_1927_cov_50.0039	1	1813
k141_92153_length_1054_cov_7.0000	1	916
k141_92332_length_12765_cov_34.0000	0.607	11784
k141_92401_length_4247_cov_19.0000	1	4244
k141_9253_length_3175_cov_109.6951	0.767	3123
k141_92597_length_1176_cov_5.0000	0.927	1175
k141_92629_length_4164_cov_124.4375	0.84	4118
k141_9267_length_4264_cov_28.7240	0.673	4117
k141_92756_length_1018_cov_14.0000	nan	1018
k141_92786_length_3667_cov_14.0000	0.753	3666
k141_93112_length_4023_cov_8.0000	0.747	2426
k141_93116_length_1013_cov_12.0000	0.987	1012
k141_93246_length_1254_cov_9.0000	0.98	1253
k141_9334_length_1260_cov_28.0000	0.953	1258
k141_9347_length_2386_cov_27.6753	0.993	1893
k141_93524_length_5180_cov_113.0000	0.72	4921
k141_93566_length_6403_cov_20.0000	0.5	6401
k141_93597_length_7667_cov_30.0000	0.993	7664
k141_9369_length_2764_cov_22.0000	0.887	1988
k141_93801_length_4819_cov_30.0000	0.713	3308
k141_93825_length_2492_cov_474.5304	0.987	2491
k141_93947_length_8774_cov_123.0665	0.68	8772
k141_94105_length_3032_cov_19.0000	0.653	3032
k141_94204_length_2306_cov_117.5755	1	2185
k141_94347_length_3791_cov_104.9288	0.953	3604
k141_94579_length_2472_cov_73.3145	0.873	1813
k141_94733_length_1350_cov_27.0000	0.947	1255
k141_9493_length_2351_cov_5.0000	0.84	1708
k141_9501_length_1975_cov_34.0000	0.573	1973
k141_9509_length_12592_cov_10.0000	0.973	12555
k141_95252_length_2984_cov_118.0000	0.973	1236
k141_95321_length_1211_cov_15.0000	0.68	1127
k141_95370_length_1723_cov_5.0000	0.96	1720
k141_95676_length_2791_cov_9.0000	0.987	2366
k141_95809_length_2800_cov_39.9887	0.953	2800
k141_95975_length_1333_cov_13.0000	0.993	1332
k141_96230_length_1851_cov_16.0000	0.927	1736
k141_96410_length_3244_cov_49.8937	0.64	3243
k141_96518_length_1387_cov_18.0000	1	1317
k141_96520_length_3667_cov_19.0000	0.747	3454
k141_96848_length_1141_cov_6.0000	nan	1141
k141_97053_length_7548_cov_19.0000	0.94	7223
k141_97184_length_2131_cov_10.0000	0.987	2130
k141_97514_length_2092_cov_13.1005	0.973	1874
k141_97561_length_1884_cov_1320.5491	0.813	1142
k141_97645_length_2103_cov_23.0000	0.92	1670
k141_97683_length_1038_cov_25.0000	0.527	929
k141_97827_length_2680_cov_11.0000	0.967	2226
k141_97908_length_1102_cov_10.2820	0.8	931
k141_97920_length_2159_cov_8.0000	0.547	2159
k141_98118_length_2669_cov_28.5558	0.987	2666
k141_98398_length_3234_cov_14.0000	0.873	2545
k141_98643_length_1188_cov_10.0000	0.867	694
k141_98746_length_1049_cov_13.0000	0.753	1049
k141_98842_length_1700_cov_125.2207	0.913	1699
k141_98925_length_3252_cov_18.0000	0.907	2952
k141_99045_length_1025_cov_12.0000	nan	1025
k141_99192_length_33305_cov_4570.5273	0.993	33164
k141_99268_length_4682_cov_53.0000	0.813	3834
k141_99346_length_13961_cov_411.2673	0.733	13243
k141_99634_length_1193_cov_61.0000	nan	1193
k141_99715_length_2914_cov_46.0000	0.927	2914
k141_99852_length_1947_cov_81.1384	0.98	1944
k141_99967_length_6887_cov_318.7713	0.927	6249
k141_99972_length_1502_cov_17.0000	nan	1502
