contig_id	length	score	pvalue
k141_111981_length_18604_cov_27.7825	18604	0.690799952	0.033914948
k141_111982_length_1806_cov_25.0000	1806	0.895804286	0.018033839
k141_11201_length_1142_cov_85.4476	1142	0.933924556	0.01525795
k141_112048_length_2050_cov_13.0000	2050	0.577733994	0.044735252
k141_112061_length_2112_cov_24.0000	2112	0.637562096	0.038352595
k141_112110_length_3512_cov_113.0071	3512	0.750391126	0.029212931
k141_112130_length_1689_cov_11.0000	1689	0.777410984	0.027060201
k141_112175_length_1241_cov_24.9564	1241	0.904080153	0.017448448
k141_11218_length_3102_cov_254.6886	3102	0.648735404	0.037200695
k141_112199_length_9032_cov_302.3131	9032	0.556812346	0.047416723
k141_112213_length_8425_cov_19.6992	8425	0.550538778	0.048681925
k141_112249_length_3390_cov_104.7805	3390	0.560311437	0.046812448
k141_112265_length_1144_cov_14.0000	1144	0.95784843	0.012670897
k141_112268_length_1292_cov_1260.7289	1292	0.609459937	0.041279553
k141_11227_length_1511_cov_20.0000	1511	0.998251796	0.004437646
k141_112287_length_3288_cov_22.0000	3288	0.981342793	0.009101896
k141_112297_length_7553_cov_80.5654	7553	0.8214885	0.023585618
k141_112310_length_1057_cov_22.0000	1057	0.999992549	0.000623159
k141_112346_length_2027_cov_103.9088	2027	0.847939849	0.021659491
k141_112362_length_8427_cov_305.8891	8427	0.5988006	0.042412569
k141_112419_length_1000_cov_91.2864	1000	0.570471883	0.045622781
k141_112447_length_2494_cov_11.0000	2494	0.702380896	0.032781932
k141_11246_length_1004_cov_31.8297	1004	0.570133388	0.045641665
k141_112529_length_1067_cov_36.0000	1067	0.957301378	0.012784198
k141_112554_length_1017_cov_38.0000	1017	0.619641602	0.040052119
k141_112630_length_1116_cov_10.0000	1116	0.613915205	0.040694161
k141_112665_length_18195_cov_28.2064	18195	0.922032297	0.01620213
k141_112791_length_1937_cov_124.6748	1937	0.739790797	0.029911625
k141_112867_length_1591_cov_5.0000	1591	0.533988833	0.051552232
k141_112871_length_1015_cov_6.0000	1015	0.571581364	0.045452829
k141_112898_length_1193_cov_10.0000	1193	0.749218047	0.029269582
k141_112970_length_1929_cov_9.0000	1929	0.95940423	0.012463177
k141_11298_length_6947_cov_21.3118	6947	0.520864427	0.054365889
k141_113008_length_1443_cov_55.5261	1443	0.503748059	0.059558879
k141_113099_length_2776_cov_41.3886	2776	0.781134963	0.02673918
k141_113100_length_1262_cov_148.1650	1262	0.990041554	0.007383488
k141_113121_length_1034_cov_30.0000	1034	0.751743853	0.029156281
k141_113127_length_3005_cov_86.0000	3005	0.568574548	0.045811617
k141_113145_length_3288_cov_91.3963	3288	0.932721138	0.015352368
k141_113170_length_1430_cov_12.0000	1430	0.982705116	0.008931944
k141_113187_length_5563_cov_76.2366	5563	0.915147901	0.016598686
k141_113240_length_1275_cov_21.0000	1275	0.523143828	0.053686079
k141_113314_length_2114_cov_13.0000	2114	0.992125273	0.006911398
k141_113345_length_1105_cov_6.0000	1105	0.957934022	0.012633129
k141_113370_length_1447_cov_55.0000	1447	0.547331989	0.049191782
k141_113389_length_1093_cov_7.0000	1093	0.725538194	0.031006874
k141_113405_length_1780_cov_13.0000	1780	0.863880157	0.020583126
k141_113410_length_19300_cov_202.3426	19300	0.697228551	0.033310673
k141_113442_length_8974_cov_106.1254	8974	0.935121953	0.015163532
k141_113446_length_1027_cov_17.5914	1027	0.591036379	0.043470051
k141_113458_length_5033_cov_99.2966	5033	0.775352895	0.027286804
k141_113497_length_3262_cov_240.5799	3262	0.564277709	0.046397009
k141_113518_length_1208_cov_3.0000	1208	0.651223481	0.036974092
k141_11360_length_1848_cov_22.0000	1848	0.832011104	0.022849158
k141_113632_length_2488_cov_32.0000	2488	0.664839029	0.035935494
k141_113658_length_1244_cov_5.0000	1244	0.966409087	0.01148123
k141_113670_length_2898_cov_35.7969	2898	0.831474602	0.022905809
k141_113696_length_1026_cov_18.0000	1026	0.974551916	0.009989425
k141_113769_length_1548_cov_13.0000	1548	0.759677172	0.028665307
k141_113771_length_1060_cov_258.5658	1060	0.562072575	0.046566961
k141_113775_length_1449_cov_18.0000	1449	0.508262217	0.057764937
k141_113827_length_3449_cov_25.1992	3449	0.577952445	0.044697485
k141_11383_length_1871_cov_19.7734	1871	0.823250651	0.023453433
k141_113839_length_1593_cov_6.0000	1593	0.714652419	0.031856636
k141_113878_length_1361_cov_35.0000	1361	0.638581514	0.038258177
k141_113896_length_1791_cov_19.0000	1791	0.87039578	0.020111036
k141_113900_length_2127_cov_29.0000	2127	0.802196681	0.025020772
k141_11401_length_1778_cov_21.0000	1778	0.999972463	0.000906413
k141_114011_length_1471_cov_14.0000	1471	0.771299839	0.027702243
k141_114051_length_7978_cov_86.0000	7978	0.828481793	0.023113528
k141_114084_length_5612_cov_227.7015	5612	0.653454244	0.036766372
k141_114174_length_1403_cov_53.2441	1403	0.817467213	0.023925523
k141_114183_length_1821_cov_25.2036	1821	0.930547595	0.015541204
k141_114238_length_1774_cov_25.0000	1774	0.706874788	0.032555329
k141_114261_length_1281_cov_122.8316	1281	0.960237801	0.012368759
k141_114271_length_7967_cov_67.8100	7967	0.939324796	0.014861394
k141_114288_length_1204_cov_4.0000	1204	0.916888654	0.016485384
k141_11433_length_6453_cov_35.0000	6453	0.9992764	0.003134678
k141_114389_length_1048_cov_146.1114	1048	0.748791754	0.029288466
k141_114422_length_7780_cov_71.0768	7780	0.607548892	0.041487272
k141_114427_length_1380_cov_423.0000	1380	0.545225561	0.049720523
k141_11443_length_5622_cov_101.8882	5622	0.895903111	0.018033839
k141_114447_length_1283_cov_11.0000	1283	0.999602556	0.002643704
k141_114485_length_1334_cov_22.0000	1334	0.797557175	0.025530629
k141_114491_length_2347_cov_14.0000	2347	0.549461603	0.048889644
k141_114516_length_13416_cov_108.8470	13416	0.579007864	0.044565299
k141_114534_length_4588_cov_24.0000	4588	0.639934063	0.038144875
k141_114573_length_4907_cov_26.0000	4907	0.556714714	0.047435607
k141_114585_length_1639_cov_17.0000	1639	0.607010007	0.041506156
k141_114639_length_2257_cov_8.0000	2257	0.723551631	0.031157942
k141_114681_length_4050_cov_40.8752	4050	0.701577306	0.032838583
k141_114712_length_4327_cov_54.0151	4327	0.889520884	0.018524813
k141_114739_length_1128_cov_88.8034	1128	0.986647725	0.008214367
k141_114771_length_1578_cov_15.0000	1578	0.675916433	0.035104615
k141_114772_length_2986_cov_35.9455	2986	0.792077065	0.025983836
k141_114829_length_1239_cov_24.7158	1239	0.594023228	0.043111262
k141_114865_length_4524_cov_68.0098	4524	0.99619627	0.005702848
k141_114883_length_14209_cov_24.8711	14209	0.979785979	0.009328499
k141_114915_length_2953_cov_43133.3716	2953	0.978392422	0.009517335
k141_114977_length_18366_cov_29.5689	18366	0.657161891	0.036558652
k141_115007_length_1353_cov_30.3399	1353	0.991322041	0.007138001
k141_115049_length_3341_cov_24.0000	3341	0.879501283	0.019299041
k141_115073_length_1989_cov_13.0000	1989	0.783073902	0.026663645
k141_115074_length_1186_cov_58.0000	1186	0.753385961	0.029080746
k141_115102_length_3410_cov_26.8727	3410	0.831322193	0.022905809
k141_115116_length_1616_cov_47.9919	1616	0.973259449	0.010178261
k141_115128_length_4481_cov_77.0652	4481	0.524030447	0.053516127
k141_115133_length_2500_cov_17.0000	2500	0.508429646	0.057670519
k141_115186_length_1644_cov_6.1976	1644	0.939436913	0.014823627
k141_115197_length_1089_cov_17.0000	1089	0.799983203	0.025247375
k141_115215_length_1079_cov_17.0000	1079	0.946312308	0.014087167
k141_115259_length_1141_cov_15.0000	1141	0.521416664	0.05421482
k141_115295_length_2267_cov_57.1731	2267	0.639891267	0.038144875
k141_115306_length_1839_cov_21.0000	1839	0.778360903	0.027022434
k141_115337_length_1196_cov_14.0000	1196	0.923856258	0.01599441
k141_115373_length_1933_cov_8.0000	1933	0.965200782	0.011575648
k141_115484_length_1152_cov_8.0000	1152	0.614095926	0.040675278
k141_115539_length_1043_cov_8.0000	1043	0.627133012	0.039410076
k141_115632_length_2347_cov_108.7883	2347	0.511100471	0.056952942
k141_115655_length_8967_cov_112.8719	8967	0.622508645	0.039787748
k141_115677_length_1627_cov_21.0000	1627	0.529036343	0.052628597
k141_115693_length_1399_cov_26.0000	1399	0.670152307	0.035595589
k141_115726_length_1329_cov_20.0000	1329	0.999266267	0.003153561
k141_115757_length_1433_cov_81.8684	1433	0.627077818	0.03942896
k141_115773_length_1270_cov_14.0000	1270	0.758563995	0.028797492
k141_115796_length_1337_cov_566.3955	1337	0.989961982	0.007421255
k141_115806_length_1896_cov_21.3299	1896	0.54297924	0.050003777
k141_11582_length_11994_cov_127.1012	11994	0.936522126	0.015012463
k141_115846_length_35539_cov_102.5018	35539	0.715488851	0.031781101
k141_115849_length_4138_cov_54.9177	4138	0.74592036	0.029401768
k141_115880_length_1471_cov_18.0000	1471	0.882376909	0.019072437
k141_115883_length_1021_cov_14.0000	1021	0.991838276	0.007005816
k141_115905_length_9748_cov_75.2139	9748	0.726982534	0.030912456
k141_115910_length_1424_cov_13.0000	1424	0.894600451	0.018071607
k141_115955_length_3260_cov_158.9182	3260	0.955599427	0.012935267
k141_115992_length_1346_cov_23.0000	1346	0.518061161	0.055026815
k141_11602_length_4502_cov_103.1390	4502	0.723436594	0.031157942
k141_116022_length_1399_cov_7.0000	1399	0.939509749	0.014804744
k141_116077_length_1196_cov_32.0000	1196	0.967130542	0.011405695
k141_116084_length_1084_cov_23.0000	1084	0.999952853	0.001095249
k141_116086_length_1560_cov_91.5821	1560	0.664317727	0.035992144
k141_116125_length_3954_cov_36.3939	3954	0.735207021	0.030081577
k141_116135_length_1343_cov_27.0000	1343	0.97057879	0.010688118
k141_116146_length_1580_cov_26.0000	1580	0.742431045	0.029760556
k141_116149_length_9551_cov_116.9595	9551	0.741836667	0.02977944
k141_11618_length_2065_cov_14.0000	2065	0.926298976	0.015862225
k141_116272_length_7264_cov_18.7549	7264	0.761209488	0.028570889
k141_116291_length_1521_cov_94.6399	1521	0.672412872	0.035368986
k141_116320_length_3352_cov_19.0000	3352	0.509294808	0.057443916
k141_116323_length_5338_cov_85.9259	5338	0.852941513	0.021357353
k141_116341_length_1072_cov_44.0000	1072	0.689927995	0.034009366
k141_116376_length_1910_cov_112.3872	1910	0.875117421	0.019808898
k141_116496_length_1103_cov_15.0000	1103	0.837592363	0.022490369
k141_116533_length_1012_cov_16.0000	1012	0.93594873	0.015069114
k141_116629_length_5429_cov_78.5802	5429	0.653040111	0.036804139
k141_11666_length_1186_cov_4.0000	1186	0.666664243	0.035803308
k141_116662_length_8456_cov_251.3330	8456	0.57160145	0.045433945
k141_116669_length_2112_cov_12.0000	2112	0.646755278	0.037389531
k141_116708_length_1404_cov_58.0000	1404	0.66847533	0.035671123
k141_116740_length_3469_cov_26.0000	3469	0.935653448	0.015106881
k141_116801_length_1187_cov_10.0000	1187	0.999977827	0.000849762
k141_116839_length_1159_cov_17.0000	1159	0.710663319	0.032253191
k141_116980_length_1820_cov_116.3204	1820	0.920204222	0.016334315
k141_116983_length_2157_cov_16.0000	2157	0.575907409	0.044942972
k141_117015_length_1096_cov_41.4901	1096	0.73205018	0.030402598
k141_117019_length_1833_cov_17.0000	1833	0.535099983	0.051401163
k141_117193_length_1285_cov_95.1233	1285	0.507249415	0.058161493
k141_117238_length_1607_cov_16.4802	1607	0.845639646	0.021867211
k141_117249_length_6024_cov_105.0020	6024	0.980075598	0.009252965
k141_117250_length_4935_cov_35.0000	4935	0.551839113	0.048285369
k141_117361_length_3686_cov_25.0000	3686	0.685624719	0.034273737
k141_117366_length_1681_cov_7.0000	1681	0.658939779	0.036426467
k141_117371_length_1082_cov_14.0000	1082	0.640975952	0.037974923
k141_117408_length_1695_cov_7.0000	1695	0.771349072	0.027702243
k141_117425_length_1599_cov_30.0000	1599	0.596016407	0.042828008
k141_117451_length_3164_cov_42.4591	3164	0.789059401	0.026210439
k141_117512_length_1563_cov_91.1041	1563	0.947311878	0.014030516
k141_117563_length_12653_cov_119.6815	12653	0.732586503	0.030364831
k141_117566_length_1724_cov_27.0000	1724	0.6359694	0.038560314
k141_117629_length_1386_cov_20.9357	1386	0.605834782	0.041638341
k141_117665_length_5763_cov_104.6412	5763	0.772862613	0.027513407
k141_11767_length_1180_cov_16.0000	1180	0.99962616	0.00256817
k141_117682_length_1931_cov_24.0000	1931	0.578345001	0.04462195
k141_117694_length_5411_cov_104.0188	5411	0.698751569	0.033159604
k141_11771_length_6302_cov_116.3108	6302	0.827746272	0.023170179
k141_117759_length_1336_cov_19.6218	1336	0.554734647	0.047718861
k141_117760_length_1167_cov_16.0000	1167	0.993310094	0.006665911
k141_117784_length_1035_cov_12.0000	1035	0.995656967	0.005835033
k141_117790_length_1857_cov_8.0000	1857	0.730833709	0.0305159
k141_117794_length_1630_cov_25.0000	1630	0.665316105	0.035897726
k141_117810_length_1396_cov_65.6781	1396	0.98491919	0.008573155
k141_117932_length_1872_cov_9.0000	1872	0.999544024	0.002794773
k141_1180_length_1080_cov_84.4686	1080	0.863278389	0.020639776
k141_118030_length_2323_cov_62.0000	2323	0.516998827	0.055310069
k141_118076_length_9003_cov_112.4639	9003	0.553305209	0.047964348
k141_118081_length_5350_cov_119.1300	5350	0.925095737	0.015918876
k141_11812_length_2629_cov_15.0000	2629	0.999744892	0.002228265
k141_118152_length_1229_cov_8.0000	1229	0.87527442	0.019790014
k141_118162_length_1167_cov_17.1647	1167	0.738492727	0.030006043
k141_118222_length_2838_cov_105.7249	2838	0.596589863	0.042790241
k141_118227_length_1023_cov_15.0000	1023	0.560208797	0.046812448
k141_118245_length_1751_cov_13.0000	1751	0.994855881	0.006118287
k141_118256_length_1033_cov_24.0000	1033	1	0
k141_118267_length_8646_cov_15.0000	8646	0.9732306	0.010178261
k141_118298_length_1124_cov_18.0000	1124	0.98630935	0.00823325
k141_118335_length_59869_cov_201.6666	59869	0.533625185	0.051684417
k141_118338_length_1400_cov_8.0000	1400	0.852036536	0.021376237
k141_118391_length_1267_cov_9.0000	1267	0.539906085	0.05049475
k141_1184_length_1003_cov_14.0000	1003	0.597737908	0.042582521
k141_118413_length_4620_cov_239.0784	4620	0.527746201	0.052874084
k141_118418_length_1441_cov_130.4669	1441	0.999098778	0.003399048
k141_118449_length_1438_cov_14.0000	1438	0.782043993	0.026682529
k141_118476_length_1066_cov_44.8097	1066	0.759514213	0.028665307
k141_118483_length_5234_cov_22.0000	5234	0.576350212	0.044848554
k141_118548_length_2096_cov_36.7714	2096	0.777153254	0.027116852
k141_118571_length_1470_cov_20.0000	1470	0.513672471	0.056084296
k141_118594_length_1297_cov_5.0000	1297	0.831968546	0.022849158
k141_118695_length_2676_cov_22.3819	2676	0.645249486	0.037521716
k141_118746_length_1685_cov_96.0097	1685	0.83535552	0.02254702
k141_118768_length_1190_cov_6.0000	1190	0.93925631	0.014880278
k141_118915_length_1090_cov_25.0000	1090	0.754230738	0.029005212
k141_118972_length_9664_cov_23.0000	9664	0.731619716	0.030421482
k141_118978_length_57921_cov_338.8265	57921	0.569754958	0.045698316
k141_119019_length_48632_cov_73.7510	48632	0.640648127	0.03801269
k141_119033_length_1041_cov_5.0000	1041	0.881468654	0.019110205
k141_119066_length_1017_cov_7.0000	1017	0.595841348	0.042884659
k141_119083_length_26017_cov_22.0000	26017	0.529637456	0.052553063
k141_119086_length_7027_cov_27.0000	7027	0.813492775	0.02417101
k141_119092_length_1235_cov_21.0000	1235	0.593449473	0.04320568
k141_119190_length_2360_cov_30.7192	2360	0.971326768	0.010574817
k141_119233_length_1996_cov_15.0000	1996	0.955594897	0.012935267
k141_119308_length_1930_cov_11.6909	1930	0.758580685	0.028797492
k141_119341_length_1097_cov_16.0000	1097	0.515098572	0.055782159
k141_119402_length_1513_cov_101.0598	1513	0.96129328	0.012161039
k141_119423_length_3433_cov_13.0000	3433	0.616851926	0.040392024
k141_119440_length_2103_cov_6.0000	2103	0.982797086	0.00891306
k141_119496_length_1155_cov_12.7278	1155	0.504398942	0.059351159
k141_119504_length_5697_cov_30.4644	5697	0.581750154	0.044319813
k141_119529_length_1375_cov_8.0000	1375	0.993185639	0.006703679
k141_119537_length_1159_cov_11.0000	1159	0.794840097	0.025700582
k141_119616_length_3922_cov_23.0000	3922	0.515196204	0.055782159
k141_119639_length_2472_cov_65.4260	2472	0.994166911	0.006363774
k141_119725_length_3811_cov_977.5561	3811	0.683722913	0.03450034
k141_119792_length_1024_cov_19.0000	1024	0.571412265	0.045452829
k141_119808_length_1408_cov_29.0000	1408	0.736719251	0.030024926
k141_119821_length_2725_cov_31.0000	2725	0.570861459	0.04556613
k141_119822_length_1379_cov_18.0000	1379	0.668989897	0.035671123
k141_119839_length_2658_cov_116.2145	2658	0.699544251	0.033102953
k141_11986_length_1374_cov_16.0000	1374	0.777994633	0.027060201
k141_119905_length_1385_cov_39.0000	1385	0.666341901	0.035822192
k141_119953_length_2781_cov_24.0000	2781	0.54037559	0.0504381
k141_120021_length_3548_cov_101.7511	3548	0.924600184	0.01593776
k141_120081_length_7949_cov_15.0000	7949	0.999953628	0.001095249
k141_12010_length_1379_cov_13.0000	1379	0.538139641	0.050796888
k141_120149_length_1425_cov_79.7134	1425	0.503665447	0.059577763
k141_120280_length_1853_cov_12.0000	1853	0.568205774	0.045906035
k141_120325_length_1453_cov_7.0000	1453	0.999235272	0.003247979
k141_120368_length_1584_cov_28.1816	1584	0.558826506	0.047039051
k141_120376_length_1000_cov_19.0000	1000	0.664685011	0.035935494
k141_12039_length_11065_cov_28.0000	11065	0.788607597	0.026229322
k141_120402_length_2212_cov_5.0000	2212	0.520232618	0.054422539
k141_12041_length_1100_cov_11.0000	1100	0.739129424	0.029987159
k141_120417_length_1483_cov_5.0000	1483	0.585443258	0.043942141
k141_120551_length_1022_cov_91.1078	1022	0.869848013	0.020167686
k141_120566_length_1366_cov_12.0000	1366	0.882346988	0.019072437
k141_120581_length_2774_cov_27.0000	2774	0.503802419	0.059521112
k141_120668_length_1056_cov_21.0000	1056	0.999567688	0.002757006
k141_120688_length_1570_cov_28.0000	1570	0.526135683	0.053138455
k141_120723_length_21266_cov_30.2003	21266	0.968365788	0.011197976
k141_120725_length_1017_cov_570.8219	1017	0.631245911	0.039070171
k141_120746_length_2816_cov_98.1252	2816	0.85062778	0.021489538
k141_120759_length_1164_cov_13.0000	1164	0.626556873	0.039523378
k141_120760_length_1973_cov_154.4312	1973	0.788685679	0.026229322
k141_120764_length_1091_cov_35.0000	1091	0.998676777	0.004022207
k141_120827_length_3008_cov_32334.0000	3008	0.700523436	0.032914117
k141_12086_length_3090_cov_57.1472	3090	0.955321193	0.012991918
k141_120864_length_1138_cov_9.0000	1138	0.930030882	0.015541204
k141_120881_length_1002_cov_13.0000	1002	0.997877598	0.004702017
k141_120898_length_1340_cov_29.0000	1340	0.520067394	0.054460307
k141_120935_length_1083_cov_7.0000	1083	0.891737878	0.018335977
k141_120942_length_1395_cov_14.0000	1395	0.721499562	0.031290128
k141_120956_length_1340_cov_13.0000	1340	0.51475358	0.055857693
k141_120969_length_1106_cov_176.2187	1106	0.999435425	0.002964725
